['/content/data/mme_hallucination/images/color_000.png']	Is there a blue and yellow fire hydrant in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_000.png']	Is there a blue and orange fire hydrant in the image?	Yes	No
['/content/data/mme_hallucination/images/color_001.png']	Is there a white plate in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_001.png']	Is there a yellow plate in the image?	No	No
['/content/data/mme_hallucination/images/color_002.png']	Are there any green beans in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_002.png']	Are there any orange beans in the image?	No	No
['/content/data/mme_hallucination/images/color_003.png']	Is there a red coat in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_003.png']	Is there a yellow coat in the image?	No	No
['/content/data/mme_hallucination/images/color_004.png']	Is there a brown and white animal in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_004.png']	Is there a green and red animal in the image?	No	No
['/content/data/mme_hallucination/images/color_005.png']	Is there a green hat in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_005.png']	Is there a red hat in the image?	No	No
['/content/data/mme_hallucination/images/color_006.png']	Is there a skateboard with red wheels in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_006.png']	Is there a skateboard with black wheels in the image?	Yes	No
['/content/data/mme_hallucination/images/color_007.png']	Is there a white plate in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_007.png']	Is there a yellow plate in the image?	No	No
['/content/data/mme_hallucination/images/color_008.png']	Is there a man wearing a red shirt in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_008.png']	Is there a man wearing a white shirt in the image?	No	No
['/content/data/mme_hallucination/images/color_009.png']	Is there a red couch in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_009.png']	Is there a black couch in the image?	No	No
['/content/data/mme_hallucination/images/color_010.png']	Is there a living room painted yellow in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_010.png']	Is there a living room painted black in the image?	No	No
['/content/data/mme_hallucination/images/color_011.png']	Is there a red boat in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_011.png']	Is there a gray boat in the image?	No	No
['/content/data/mme_hallucination/images/color_012.png']	Is there a brown and black dog in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_012.png']	Is there a brown and white dog in the image?	Yes	No
['/content/data/mme_hallucination/images/color_013.png']	Is there a red scarf in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_013.png']	Is there a brown scarf in the image?	No	No
['/content/data/mme_hallucination/images/color_014.png']	Are there any red shoes in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_014.png']	Are there any yellow shoes in the image?	Yes	No
['/content/data/mme_hallucination/images/color_015.png']	Is there a purple bottle in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_015.png']	Is there a white bottle in the image?	No	No
['/content/data/mme_hallucination/images/color_016.png']	Is there a red bicycle with white handlebars in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_016.png']	Is there a red bicycle with black handlebars in the image?	Yes	No
['/content/data/mme_hallucination/images/color_017.png']	Is there a gray wall in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_017.png']	Is there a red wall in the image?	No	No
['/content/data/mme_hallucination/images/color_018.png']	Is there a blue bus in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_018.png']	Is there a orange bus in the image?	No	No
['/content/data/mme_hallucination/images/color_019.png']	Is there a black and white toilet in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_019.png']	Is there a red and white toilet in the image?	No	No
['/content/data/mme_hallucination/images/color_020.png']	Is there a red brick building in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_020.png']	Is there a yellow brick building in the image?	No	No
['/content/data/mme_hallucination/images/color_021.png']	Is there a white bird in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_021.png']	Is there a yellow bird in the image?	Yes	No
['/content/data/mme_hallucination/images/color_022.png']	Is there a brown giraffe in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_022.png']	Is there a black giraffe in the image?	No	No
['/content/data/mme_hallucination/images/color_023.png']	Is there a white bus in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_023.png']	Is there a red bus in the image?	No	No
['/content/data/mme_hallucination/images/color_024.png']	Is there a blue court in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_024.png']	Is there a purple court in the image?	Yes	No
['/content/data/mme_hallucination/images/color_025.png']	Are there yellow poles in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_025.png']	Are there blue poles in the image?	No	No
['/content/data/mme_hallucination/images/color_026.png']	Are there any red flowers in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_026.png']	Are there any green flowers in the image?	Yes	No
['/content/data/mme_hallucination/images/color_027.png']	Is there a black cat in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_027.png']	Is there a brown cat in the image?	No	No
['/content/data/mme_hallucination/images/color_028.png']	Is there a brown dog in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_028.png']	Is there a black dog in the image?	No	No
['/content/data/mme_hallucination/images/color_029.png']	Are there a white dish in the image?	Yes	Yes
['/content/data/mme_hallucination/images/color_029.png']	Are there a green dish in the image?	No	No
['/content/data/mme_hallucination/images/position_000.png']	Is the pineapple on the left of the pot in the image?	Yes	Yes
['/content/data/mme_hallucination/images/position_000.png']	Is the pineapple on the right of the pot in the image?	No	No
['/content/data/mme_hallucination/images/position_001.png']	Is the dog above the pool in the image?	Yes	Yes
['/content/data/mme_hallucination/images/position_001.png']	Is the dog under the pool in the image?	No	No
['/content/data/mme_hallucination/images/position_002.png']	Is the big red and black umbrella on the top of people?	Yes	Yes
['/content/data/mme_hallucination/images/position_002.png']	Is the big red and black umbrella under people?	Yes	No
['/content/data/mme_hallucination/images/position_003.png']	Is the person on the right of the train?	Yes	Yes
['/content/data/mme_hallucination/images/position_003.png']	Is the person on the left of the train?	No	No
['/content/data/mme_hallucination/images/position_004.png']	Are the pedestrians on the right of the bus?	Yes	Yes
['/content/data/mme_hallucination/images/position_004.png']	Are the pedestrians on the left of the bus?	No	No
['/content/data/mme_hallucination/images/position_005.png']	Is the white mouse on the right of the black keyboard?	No	Yes
['/content/data/mme_hallucination/images/position_005.png']	Is the white mouse on the left of the black keyboard?	Yes	No
['/content/data/mme_hallucination/images/position_006.png']	Is the refrigerator on the left side of the picture?	Yes	Yes
['/content/data/mme_hallucination/images/position_006.png']	Is the refrigerator on the right side of the picture	No	No
['/content/data/mme_hallucination/images/position_007.png']	Is the light above the computer in the image?	Yes	Yes
['/content/data/mme_hallucination/images/position_007.png']	Is the light under the computer in the image?	Yes	No
['/content/data/mme_hallucination/images/position_008.png']	Is the cricket bat above the batter's body?	Yes	Yes
['/content/data/mme_hallucination/images/position_008.png']	Is the cricket bat under the batter's body	No	No
['/content/data/mme_hallucination/images/position_009.png']	Is the baby on the right of the dog in the image?	Yes	Yes
['/content/data/mme_hallucination/images/position_009.png']	Is the baby on the left of the dog in the image?	No	No
['/content/data/mme_hallucination/images/position_010.png']	Is the TV on the left of the bookshelf?	Yes	Yes
['/content/data/mme_hallucination/images/position_010.png']	Is the TV on the right of the bookshelf?	No	No
['/content/data/mme_hallucination/images/position_011.png']	Is the blue umbrella under the black umbrella?	Yes	Yes
['/content/data/mme_hallucination/images/position_011.png']	Is the blue umbrella above the black umbrella?	Yes	No
['/content/data/mme_hallucination/images/position_012.png']	Is the person under the kite?	Yes	Yes
['/content/data/mme_hallucination/images/position_012.png']	Is the person above the kite?	Yes	No
['/content/data/mme_hallucination/images/position_013.png']	Is the vase on the left of the bottle?	Yes	Yes
['/content/data/mme_hallucination/images/position_013.png']	Is the vase on the right of the bottle?	No	No
['/content/data/mme_hallucination/images/position_014.png']	Is there a sofa in the middle of potted plants in the image?	No	Yes
['/content/data/mme_hallucination/images/position_014.png']	Is there a sofa in the right side of potted plants in the image?	No	No
['/content/data/mme_hallucination/images/position_015.png']	Is the cake on the left side of the camera?	Yes	Yes
['/content/data/mme_hallucination/images/position_015.png']	Is the cake on the right side of the camera?	No	No
['/content/data/mme_hallucination/images/position_016.png']	Is the clock above people?	Yes	Yes
['/content/data/mme_hallucination/images/position_016.png']	Is the clock under people?	No	No
['/content/data/mme_hallucination/images/position_017.png']	Is the gray elephant in front of the brown elephant?	Yes	Yes
['/content/data/mme_hallucination/images/position_017.png']	Is the brown elephant in front of the gray elephant?	Yes	No
['/content/data/mme_hallucination/images/position_018.png']	Is the phone above the pizza in the image?	Yes	Yes
['/content/data/mme_hallucination/images/position_018.png']	Is the phone under the pizza in the image?	Yes	No
['/content/data/mme_hallucination/images/position_019.png']	Is the TV on the left of the lamp?	Yes	Yes
['/content/data/mme_hallucination/images/position_019.png']	Is the TV on the right of the lamp?	No	No
['/content/data/mme_hallucination/images/position_020.png']	Is the spoon in the bowl?	Yes	Yes
['/content/data/mme_hallucination/images/position_020.png']	Is the spoon out of the bowl?	Yes	No
['/content/data/mme_hallucination/images/position_021.png']	Is the trash can under the cup in the image？	Yes	Yes
['/content/data/mme_hallucination/images/position_021.png']	Is the trash can above the cup in the image？	Yes	No
['/content/data/mme_hallucination/images/position_022.png']	Is the monitor on top of a person?	Yes	Yes
['/content/data/mme_hallucination/images/position_022.png']	Is the monitor under the person?	No	No
['/content/data/mme_hallucination/images/position_023.png']	Is the motorcycle on the right side of the bus?	Yes	Yes
['/content/data/mme_hallucination/images/position_023.png']	Is the motorcycle on the left side of the bus	No	No
['/content/data/mme_hallucination/images/position_024.png']	Is the sea behind people in the image?	Yes	Yes
['/content/data/mme_hallucination/images/position_024.png']	Is the sea in front of people in the image?	No	No
['/content/data/mme_hallucination/images/position_025.png']	Is the grey sofa on the right of the TV?	Yes	Yes
['/content/data/mme_hallucination/images/position_025.png']	Is the grey sofa on the left of the TV?	No	No
['/content/data/mme_hallucination/images/position_026.png']	Is the mirror above the TV?	Yes	Yes
['/content/data/mme_hallucination/images/position_026.png']	Is the mirror under the TV?	Yes	No
['/content/data/mme_hallucination/images/position_027.png']	Is the car on the right side of the fire hydrant in the picture?	Yes	Yes
['/content/data/mme_hallucination/images/position_027.png']	Is the car on the left side of the fire hydrant in the picture?	No	No
['/content/data/mme_hallucination/images/position_028.png']	Is the light above the fire hydrant in the image?	Yes	Yes
['/content/data/mme_hallucination/images/position_028.png']	Is the light under the fire hydrant in the image?	Yes	No
['/content/data/mme_hallucination/images/position_029.png']	Is the vase on the left of the toothbrush?	Yes	Yes
['/content/data/mme_hallucination/images/position_029.png']	Is the vase on the right of the toothbrush?	Yes	No
['/content/data/mme_hallucination/images/count_000.png']	Is there only one bottle in the image?	Yes	Yes
['/content/data/mme_hallucination/images/count_000.png']	Is there two bottles in the image?	Yes	No
['/content/data/mme_hallucination/images/count_001.png']	Are there three remotes in this image?	Yes	Yes
['/content/data/mme_hallucination/images/count_001.png']	Are there only two remotes in this image?	No	No
['/content/data/mme_hallucination/images/count_002.png']	Are there three people appear in this image?	Yes	Yes
